dateTime,studentID,scene,scenario,trialsCount,trialsOrder,trialsOrderIndex,trialNb,startObjNum,startObj,targetObjNb,targetObj,startRotation,correctRotation,angleToTarget,endRotation,rotationError,totalRotationError,avgRotationError
20220106_175536,1,5P,9,4,3-0-1-2,0,3,17,les bobines,7,l' affiche,47.26324,288.5838,118.6649,124.5757,164.008,164.008,164.008
20220106_175536,1,5P,9,4,3-0-1-2,1,0,0,le drapeau,1,les cartons,314.9847,258.6468,57.11387,19.27379,239.373,403.381,201.6905
20220106_175536,1,5P,9,4,3-0-1-2,2,1,2,le camion des éboueurs,3,le chevalet,144.6573,311.9152,164.2727,100.2159,211.6993,615.0803,205.0268
20220106_175536,1,5P,9,4,3-0-1-2,3,2,1,les cartons,7,l' affiche,139.2384,243.8058,104.5633,262.4493,18.64348,633.7238,158.431
