sessionTime,gameIsPause,sessionDistance,validationCount,attemptCount,attemptTime,attemptDistance,isGroupSession,groupID,studentIDs,scenario,selectedRoute,isSender,routeStart,selectedRouteCoord,posX,posZ,rotation,time,scene,routeIsValid,routeEndReached,routeErrorAt,routeLength,routeCoord,isOnCheckpoint,lastCheckpoint,isOnHotspot,lastHotspot
00:00,False,0.00,0,1,00:00,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:21,5P,False,False,0,1,5_6,False,0,False,0
00:01,False,0.00,0,1,00:01,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:22,5P,False,False,0,1,5_6,False,0,False,0
00:02,False,0.00,0,1,00:02,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:23,5P,False,False,0,1,5_6,False,0,False,0
00:03,False,0.00,0,1,00:03,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:24,5P,False,False,0,1,5_6,False,0,False,0
00:04,False,0.00,0,1,00:04,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:25,5P,False,False,0,1,5_6,False,0,False,0
00:05,False,0.00,0,1,00:05,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:26,5P,False,False,0,1,5_6,False,0,False,0
00:06,False,0.00,0,1,00:06,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:27,5P,False,False,0,1,5_6,False,0,False,0
00:07,False,0.00,0,1,00:07,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:28,5P,False,False,0,1,5_6,False,0,False,0
00:08,False,0.00,0,1,00:08,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:29,5P,False,False,0,1,5_6,False,0,False,0
00:09,False,0.00,0,1,00:09,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:30,5P,False,False,0,1,5_6,False,0,False,0
00:10,False,0.00,0,1,00:10,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:31,5P,False,False,0,1,5_6,False,0,False,0
00:11,False,0.00,0,1,00:11,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:32,5P,False,False,0,1,5_6,False,0,False,0
00:12,False,0.00,0,1,00:12,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:33,5P,False,False,0,1,5_6,False,0,False,0
00:13,False,0.00,0,1,00:13,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:34,5P,False,False,0,1,5_6,False,0,False,0
00:14,False,0.00,0,1,00:14,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:35,5P,False,False,0,1,5_6,False,0,False,0
00:15,False,0.00,0,1,00:15,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:36,5P,False,False,0,1,5_6,False,0,False,0
00:16,False,0.00,0,1,00:16,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:37,5P,False,False,0,1,5_6,False,0,False,0
00:17,False,0.00,0,1,00:17,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:38,5P,False,False,0,1,5_6,False,0,False,0
00:18,False,0.00,0,1,00:18,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:39,5P,False,False,0,1,5_6,False,0,False,0
00:19,False,0.00,0,1,00:19,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:40,5P,False,False,0,1,5_6,False,0,False,0
00:20,False,0.00,0,1,00:20,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:41,5P,False,False,0,1,5_6,False,0,False,0
00:21,False,0.00,0,1,00:21,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:42,5P,False,False,0,1,5_6,False,0,False,0
00:22,False,0.00,0,1,00:22,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:43,5P,False,False,0,1,5_6,False,0,False,0
00:23,False,0.00,0,1,00:23,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:44,5P,False,False,0,1,5_6,False,0,False,0
00:24,False,0.00,0,1,00:24,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:45,5P,False,False,0,1,5_6,False,0,False,0
00:25,False,0.00,0,1,00:25,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:46,5P,False,False,0,1,5_6,False,0,False,0
00:26,False,0.00,0,1,00:26,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:47,5P,False,False,0,1,5_6,False,0,False,0
00:27,False,0.00,0,1,00:27,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:48,5P,False,False,0,1,5_6,False,0,False,0
00:28,False,0.00,0,1,00:28,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:49,5P,False,False,0,1,5_6,False,0,False,0
00:29,False,0.00,0,1,00:29,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:50,5P,False,False,0,1,5_6,False,0,False,0
00:30,False,0.00,0,1,00:30,0.00,False,,1,9,1,True,5_6,,175.00,210.00,53.08,00:51,5P,False,False,0,1,5_6,False,0,False,0
00
