sessionTime,gameIsPause,sessionDistance,validationCount,attemptCount,attemptTime,attemptDistance,isGroupSession,groupID,studentIDs,scenario,selectedRoute,isSender,routeStart,selectedRouteCoord,posX,posZ,rotation,time,scene,routeIsValid,routeEndReached,routeErrorAt,routeLength,routeCoord,isOnCheckpoint,lastCheckpoint,isOnHotspot,lastHotspot
00:00,False,0.00,0,1,00:00,0.00,False,,1,9,1,True,5.5_6,,192.50,210.00,314.98,02:27,5P,False,False,0,0,,False,0,False,0
00:01,False,0.00,0,1,00:01,0.00,False,,1,9,1,True,5.5_6,,192.50,210.00,314.98,02:28,5P,False,False,0,0,,False,0,False,0
00:02,False,0.00,0,1,00:02,0.00,False,,1,9,1,True,5.5_6,,192.50,210.00,314.98,02:29,5P,False,False,0,0,,False,0,False,0
00:02,False,0.00,0,1,00:02,0.00,False,,1,9,1,True,5.5_6,,192.50,210.00,314.98,02:30,5P,False,False,0,0,,False,0,False,0
00:04,False,0.00,0,1,00:04,0.00,False,,1,9,1,True,5.5_6,,192.50,210.00,306.40,02:31,5P,False,False,0,0,,False,0,False,0
00:04,False,0.00,0,1,00:04,0.00,False,,1,9,1,True,5.5_6,,192.50,210.00,256.43,02:32,5P,False,False,0,0,,False,0,False,0
00:05,False,0.00,0,1,00:05,0.00,False,,1,9,1,True,5.5_6,,192.50,210.00,267.36,02:33,5P,False,False,0,0,,False,0,False,0
00:06,False,87.50,1,1,00:06,87.50,False,,1,9,1,True,5.5_6,,105.00,210.00,144.66,02:34,5P,False,False,0,1,3_6,False,0,False,0
00:07,False,87.50,1,1,00:07,87.50,False,,1,9,1,True,5.5_6,,105.00,210.00,144.66,02:35,5P,False,False,0,1,3_6,False,0,False,0
00:08,False,87.50,1,1,00:08,87.50,False,,1,9,1,True,5.5_6,,105.00,210.00,148.66,02:36,5P,False,False,0,1,3_6,False,0,False,0
00:09,False,87.50,1,1,00:09,87.50,False,,1,9,1,True,5.5_6,,105.00,210.00,198.66,02:37,5P,False,False,0,1,3_6,False,0,False,0
00:11,False,87.50,1,1,00:11,87.50,False,,1,9,1,True,5.5_6,,105.00,210.00,248.66,02:38,5P,False,False,0,1,3_6,False,0,False,0
