dateTime,studentID,scenario,trialsCount,trialsOrder,trialsListIndex,trialNb,startObjNum,startObj,targetObjNb,targetObj,startRotation,correctRotation,angleToTarget,endRotation,rotationError,rotationError,totalRotationError,avgRotationError
00:42,5P,483-0-2-1,0,109les bobines,7,le bidon d'essence,700.7006230.31,230.31,230.31,76.77
00:45,5P,483-0-2-1,1,89le drapeau,2,les cartons,1067.7572.37,2.37,232.68,Infinity
00:48,5P,483-0-2-1,2,92les cartons,7,le bidon d'essence,753.8509186.75,186.75,419.43,209.71
00:50,5P,483-0-2-1,3,92le camion des éboueurs,4,le chevalet,985.8676122.89,122.89,542.32,542.32
