sessionTime,gameIsPause,sessionDistance,validationCount,attemptCount,attemptTime,attemptDistance,isGroupSession,groupID,studentIDs,scenario,selectedRoute,isSender,routeStart,selectedRouteCoord,posX,posZ,rotation,time,scene,routeIsValid,routeEndReached,routeErrorAt,routeLength,routeCoord,isOnCheckpoint,lastCheckpoint,isOnHotspot,lastHotspot
00:00,False,0.00,0,1,00:00,0.00,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,164.50,35.00,270.00,01:01,5P,False,False,0,0,,False,0,False,0
00:00,False,0.00,0,1,00:00,0.00,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,164.50,35.00,270.00,01:02,5P,False,False,0,0,,False,0,False,0
00:01,False,5.64,0,1,00:01,5.64,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,158.62,35.00,270.00,01:03,5P,False,False,0,0,,False,0,False,0
00:02,False,11.16,0,1,00:02,11.16,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,153.10,35.00,270.00,01:04,5P,False,False,0,0,,False,0,False,0
00:03,False,16.32,0,1,00:03,16.32,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,147.94,35.00,270.00,01:05,5P,False,False,0,0,,False,0,False,0
00:05,False,22.44,0,1,00:05,22.44,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,142.55,36.89,314.00,01:06,5P,False,False,0,1,4_1,False,0,False,0
00:05,False,28.32,0,1,00:05,28.32,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,140.38,42.41,358.00,01:07,5P,False,False,0,1,4_1,False,0,False,0
00:06,False,34.32,0,1,00:06,34.32,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,140.17,48.41,358.00,01:08,5P,False,False,0,1,4_1,False,0,False,0
00:08,False,40.44,0,1,00:08,40.44,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,139.97,54.29,358.00,01:09,5P,False,False,0,1,4_1,False,0,False,0
00:08,False,46.20,0,1,00:08,46.20,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,139.76,60.40,358.00,01:10,5P,False,False,0,1,4_1,False,0,False,0
00:09,False,52.32,0,1,00:09,52.32,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,139.55,66.40,358.00,01:11,5P,False,False,0,2,4_1-4_2,False,0,False,0
00:10,True,52.92,1,1,00:10,52.92,False,,1,7,1,True,4.7_1W,4_1-3_1-2_1-2_2-3_2-4_2-5_2-5_3-6_3-6_4,139.53,66.76,358.00,01:12,5P,False,False,2,2,4_1-4_2,False,0,False,0
00:10,False,52.92,1,1,00:00,0.00,False,,1,7,1,True,4.7_1W,,164.50,35.00,270.00,02:15,5P,False,False,0,0,,False,0,False,0
00:14,False,52.92,1,1,00:01,0.00,False,,1,7,1,True,4.7_1W,,164.50,35.00,270.00,02:16,5P,False,False,0,0,,False,0,False,0
00:15,False,57.12,1,1,00:02,4.20,False,,1,7,1,True,4.7_1W,,160.30,35.00,270.00,02:17,5P,False,False,0,0,,False,0,False,0
00:16,False,63.00,1,1,00:02,10.08,False,,1,7,1,True,4.7_1W,,154.18,35.00,270.00,02:18,5P,False,False,0,0,,False,0,False,0
00:17,False,69.12,1,1,00:04,16.20,False,,1,7,1,True,4.7_1W,,148.30,35.00,270.00,02:19,5P,False,False,0,0,,False,0,False,0
00:18,False,75.12,1,1,00:05,22.20,False,,1,7,1,True,4.7_1W,,142.30,35.00,270.00,02:20,5P,False,False,0,1,4_1,False,0,False,0
00:19,False,78.48,1,1,00:06,25.56,False,,1,7,1,True,4.7_1W,,138.94,35.00,270.00,02:21,5P,False,False,0,1,4_1,False,0,False,0
00:20,False,78.48,1,1,00:07,25.56,False,,1,7,1,True,4.7_1W,,138.94,35.00,270.00,02:22,5P,False,False,0,1,4_1,False,0,False,0
00:21,False,78.48,1,1,00:07,25.56,False,,1,7,1,True,4.7_1W,,138.94,35.00,270.00,02:23,5P,False,False,0,1,4_1,False,0,False,0
00:22,False,78.48,1,1,00:08,25.56,False,,1,7,1,True,4.7_1W,,138.94,35.00,270.00,02:24,5P,False,False,0,1,4_1,False,0,False,0
00:23,False,79.32,1,1,00:09,26.40,False,,1,7,1,True,4.7_1W,,137.74,35.00,270.00,02:25,5P,False,False,0,1,4_1,False,0,False,0
00:24,False,85.44,1,1,00:10,32.52,False,,1,7,1,True,4.7_1W,,131.74,35.00,270.00,02:26,5P,False,False,0,1,4_1,False,0,False,0
00:25,False,91.32,1,1,00:11,38.40,False,,1,7,1,True,4.7_1W,,125.74,35.00,270.00,02:27,5P,False,False,0,1,4_1,False,0,False,0
00:26,False,97.44,1,1,00:12,44.52,False,,1,7,1,True,4.7_1W,,119.74,35.00,270.00,02:28,5P,False,False,0,1,4_1,False,0,False,0
00:27,False,103.32,1,1,00:13,50.40,False,,1,7,1,True,4.7_1W,,113.74,35.00,270.00,02:29,5P,False,False,0,1,4_1,False,0,False,0
00:28,False,109.44,1,1,00:14,56.52,False,,1,7,1,True,4.7_1W,,107.98,35.00,270.00,02:30,5P,False,False,0,2,4_1-3_1,False,0,False,0
00:29,False,109.44,1,1,00:15,56.52,False,,1,7,1,True,4.7_1W,,107.62,35.00,270.00,02:31,5P,False,False,0,2,4_1-3_1,False,0,False,0
00:30,False,110.64,1,1,00:16,57.72,False,,1,7,1,True,4.7_1W,,106.78,35.00,270.00,02:32,5P,False,False,0,2,4_1-3_1,False,0,False,0
00:31,False,110.64,1,1,00:18,57.72,False,,1,7,1,True,4.7_1W,,106.78,35.00,270.00,02:33,5P,False,False,0,2,4_1-3_1,False,0,False,0
00:32,False,110.64,1,1,00:19,57.72,False,,1,7,1,True,4.7_1W,,106.78,35.00,270.00,02:34,5P,False,False,0,2,4_1-3_1,False,0,False,0
00:33,False,110.64,1,1,00:19,57.72,False,,1,7,1,True,4.7_1W,,106.78,35.00,270.00,02:35,5P,False,False,0,2,4_1-3_1,False,0,False,0
00:34,False,110.64,1,1,00:21,57.72,False,,1,7,1,True,4.7_1W,,106.78,35.00,270.00,02:36,5P,False,False,0,2,4_1-3_1,False,0,False,0
