dateTime,studentID,scene,scenario,trialsCount,trialsOrder,trialsListIndex,trialNb,startObjNum,startObj,targetObjNb,targetObj,startRotation,correctRotation,angleToTarget,endRotation,rotationError,rotationError,totalRotationError,avgRotationError
00:20,1,5P,9,4,2-0-3-1,0,2,2,les cartons,7,le bidon d'essence,139.2384,254.884,115.5936,139.2384,115.65,115.65,115.65,57.82
00:20,1,5P,9,4,2-0-3-1,1,0,1,le drapeau,2,les cartons,314.9847,258.6468,57.11387,314.9847,56.34,56.34,171.98,Infinity
00:21,1,5P,9,4,2-0-3-1,2,3,18,les bobines,7,le bidon d'essence,47.26324,300.5142,106.7224,47.26324,253.25,253.25,425.23,141.74
00:22,1,5P,9,4,2-0-3-1,3,1,3,le camion des éboueurs,4,le chevalet,144.6573,311.9152,164.2727,144.6573,167.26,167.26,592.49,592.49
