sessionTime,gameIsPause,sessionDistance,validationCount,attemptCount,attemptTime,attemptDistance,isGroupSession,groupID,studentIDs,scenario,selectedRoute,isSender,routeStart,selectedRouteCoord,posX,posZ,rotation,time,scene,routeIsValid,routeEndReached,routeErrorAt,routeLength,routeCoord,isOnCheckpoint,lastCheckpoint,isOnHotspot,lastHotspot
00:00,False,0.00,0,1,00:00,0.00,False,,1,8,1,True,1_1E,,35.00,35.00,90.00,00:20,5P,False,False,0,1,1_1,False,0,False,0
00:00,False,0.00,1,1,00:00,0.00,False,,1,8,1,True,1_1E,,35.00,35.00,90.00,00:21,5P,False,False,0,1,1_1,False,0,False,0
00:01,False,0.00,1,1,00:01,0.00,False,,1,8,1,True,1_1E,,35.00,35.00,90.00,00:22,5P,False,False,0,1,1_1,False,0,False,0
00:03,False,0.00,1,1,00:03,0.00,False,,1,8,1,True,1_1E,,35.00,35.00,90.00,00:23,5P,False,False,0,1,1_1,False,0,False,0
00:03,False,0.00,1,1,00:03,0.00,False,,1,8,1,True,1_1E,,35.00,35.00,90.00,00:24,5P,False,False,0,1,1_1,False,0,False,0
00:04,False,3.48,1,1,00:04,3.48,False,,1,8,1,True,1_1E,,38.72,35.00,90.00,00:25,5P,False,False,0,1,1_1,False,0,False,0
00:06,False,7.92,2,1,00:06,7.92,False,,1,8,1,True,1_1E,,35.00,35.00,90.00,00:26,5P,False,False,0,1,1_1,False,0,False,0
00:07,False,7.92,2,1,00:07,7.92,False,,1,8,1,True,1_1E,,35.00,35.00,90.00,00:27,5P,False,False,0,1,1_1,False,0,False,0
00:07,False,7.92,2,1,00:07,7.92,False,,1,8,1,True,1_1E,,35.00,35.00,90.00,00:28,5P,False,False,0,1,1_1,False,0,False,0
00:09,False,9.36,2,1,00:09,9.36,False,,1,8,1,True,1_1E,,36.44,35.00,90.00,00:29,5P,False,False,0,1,1_1,False,0,False,0
00:10,False,13.56,2,1,00:10,13.56,False,,1,8,1,True,1_1E,,40.64,35.00,90.00,00:30,5P,False,False,0,1,1_1,False,0,False,0
00:11,False,19.56,2,1,00:11,19.56,False,,1,8,1,True,1_1E,,46.60,35.54,81.00,00:31,5P,False,False,0,1,1_1,False,0,False,0
