dateTime,studentID,scene,scenario,trialsCount,trialsOrder,trialsOrderIndex,trialNb,startObjNum,startObj,targetObjNb,targetObj,startRotation,correctRotation,angleToTarget,endRotation,rotationError,totalRotationError,avgRotationError
20220112_133254,1,5P,9,4,3-2-1-0,0,3,17,les bobines,7,l' affiche,47.26324,288.5838,118.6649,47.26324,241.3205,241.3205,241.3205
20220112_133254,1,5P,9,4,3-2-1-0,1,2,1,les cartons,7,l' affiche,139.2384,243.8058,104.5633,139.2384,104.5675,345.888,172.944
20220112_133254,1,5P,9,4,3-2-1-0,2,1,2,le camion des éboueurs,3,le chevalet,144.6573,311.9152,164.2727,144.6573,167.2579,513.1459,171.0486
20220112_133254,1,5P,9,4,3-2-1-0,3,0,0,le drapeau,1,les cartons,314.9847,258.6468,57.11387,314.9847,56.33798,569.4839,142.371
